Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_65_323,VDD,Metal1,162.4890,261.4180,1.199937
FILLER_65_311,VDD,Metal1,156.0110,261.4160,1.199918
FILLER_65_304,VDD,Metal1,153.3690,261.4180,1.199835
FILLER_65_291,VDD,Metal1,146.4110,261.4160,1.199825
FILLER_65_287,VDD,Metal1,143.7600,260.8200,1.199821
FILLER_65_283,VDD,Metal1,142.5710,261.4160,1.199649
FILLER_65_276,VDD,Metal1,139.9290,261.4180,1.199649
FILLER_65_270,VDD,Metal1,135.8400,260.8200,1.199665
FILLER_65_266,VDD,Metal1,134.4110,261.4160,1.199665
FILLER_65_247,VDD,Metal1,124.5600,260.8200,1.199700
FILLER_65_245,VDD,Metal1,123.8400,260.8200,1.199700
FILLER_65_232,VDD,Metal1,118.0910,261.4160,1.199736
FILLER_65_227,VDD,Metal1,114.9600,260.8200,1.199781
FILLER_65_225,VDD,Metal1,114.2400,260.8200,1.199781
FILLER_65_218,VDD,Metal1,112.0890,261.4180,1.199841
FILLER_65_211,VDD,Metal1,108.7290,261.4180,1.199843
FILLER_65_204,VDD,Metal1,105.3690,261.4180,1.199854
FILLER_65_197,VDD,Metal1,102.0090,261.4180,1.199865
FILLER_65_186,VDD,Metal1,95.5200,260.8200,1.199934
FILLER_65_182,VDD,Metal1,94.0910,261.4160,1.199871
FILLER_65_175,VDD,Metal1,91.4490,261.4180,1.199871
FILLER_65_137,VDD,Metal1,71.7600,260.8200,1.199794
FILLER_65_135,VDD,Metal1,71.0400,260.8200,1.199794
FILLER_65_128,VDD,Metal1,68.8890,261.4180,1.199786
FILLER_65_111,VDD,Metal1,59.2800,260.8200,1.199590
FILLER_65_107,VDD,Metal1,58.0910,261.4160,1.199590
FILLER_65_97,VDD,Metal1,52.5600,260.8200,1.199570
FILLER_65_85,VDD,Metal1,47.0400,260.8200,1.199570
FILLER_65_81,VDD,Metal1,45.6110,261.4160,1.199570
FILLER_65_41,VDD,Metal1,25.6800,260.8200,1.199668
FILLER_65_37,VDD,Metal1,24.4910,261.4160,1.199669
FILLER_65_6,VDD,Metal1,8.8800,260.8200,1.199941
FILLER_65_4,VDD,Metal1,8.1600,260.8200,1.199941
FILLER_64_648,VDD,Metal1,317.7710,260.2230,1.198799
FILLER_64_623,VDD,Metal1,305.2800,260.8200,1.198844
FILLER_64_617,VDD,Metal1,302.1600,260.8200,1.198888
FILLER_64_612,VDD,Metal1,299.7600,260.8200,1.198888
FILLER_64_602,VDD,Metal1,294.9600,260.8200,1.198969
FILLER_64_595,VDD,Metal1,293.0490,260.2210,1.198970
FILLER_64_588,VDD,Metal1,289.6890,260.2210,1.199040
FILLER_64_581,VDD,Metal1,286.3290,260.2210,1.199110
FILLER_64_574,VDD,Metal1,282.9690,260.2210,1.199180
FILLER_64_567,VDD,Metal1,279.6090,260.2210,1.199250
FILLER_64_561,VDD,Metal1,275.2800,260.8200,1.199251
FILLER_64_557,VDD,Metal1,274.0910,260.2230,1.199255
FILLER_64_550,VDD,Metal1,271.4490,260.2210,1.199520
FILLER_64_536,VDD,Metal1,263.2800,260.8200,1.199561
FILLER_64_524,VDD,Metal1,257.5200,260.8200,1.199806
FILLER_64_522,VDD,Metal1,256.8000,260.8200,1.199806
FILLER_64_515,VDD,Metal1,254.6490,260.2210,1.199830
FILLER_64_508,VDD,Metal1,251.2890,260.2210,1.199856
FILLER_64_497,VDD,Metal1,244.5600,260.8200,1.199915
FILLER_64_495,VDD,Metal1,243.8400,260.8200,1.199915
FILLER_64_488,VDD,Metal1,241.6890,260.2210,1.199915
FILLER_64_481,VDD,Metal1,238.3290,260.2210,1.199859
FILLER_64_467,VDD,Metal1,230.1600,260.8200,1.199788
FILLER_64_437,VDD,Metal1,216.4910,260.2230,1.199719
FILLER_64_429,VDD,Metal1,212.6510,260.2230,1.199536
FILLER_64_422,VDD,Metal1,210.0090,260.2210,1.199536
FILLER_64_416,VDD,Metal1,205.6800,260.8200,1.199515
FILLER_64_406,VDD,Metal1,201.1200,260.8200,1.199511
FILLER_64_402,VDD,Metal1,199.6910,260.2230,1.199511
FILLER_64_395,VDD,Metal1,197.0490,260.2210,1.199510
FILLER_64_386,VDD,Metal1,191.2800,260.8200,1.199510
FILLER_64_371,VDD,Metal1,185.5290,260.2210,1.199560
FILLER_64_361,VDD,Metal1,180.7290,260.2210,1.199714
FILLER_64_354,VDD,Metal1,177.3690,260.2210,1.199869
FILLER_64_347,VDD,Metal1,174.0090,260.2210,1.199871
FILLER_64_340,VDD,Metal1,170.6490,260.2210,1.199964
FILLER_64_333,VDD,Metal1,167.2890,260.2210,1.199962
FILLER_64_326,VDD,Metal1,163.9290,260.2210,1.199937
FILLER_64_320,VDD,Metal1,159.6000,260.8200,1.199919
FILLER_64_318,VDD,Metal1,158.8800,260.8200,1.199919
FILLER_64_311,VDD,Metal1,156.7290,260.2210,1.199918
FILLER_64_304,VDD,Metal1,153.3690,260.2210,1.199835
FILLER_64_297,VDD,Metal1,150.0090,260.2210,1.199829
FILLER_64_290,VDD,Metal1,146.6490,260.2210,1.199825
FILLER_64_276,VDD,Metal1,138.7200,260.8200,1.199649
FILLER_64_272,VDD,Metal1,137.2910,260.2230,1.199664
FILLER_64_240,VDD,Metal1,121.2000,260.8200,1.199700
FILLER_64_236,VDD,Metal1,120.0110,260.2230,1.199712
FILLER_64_220,VDD,Metal1,111.8400,260.8200,1.199841
FILLER_64_213,VDD,Metal1,108.9710,260.2230,1.199843
FILLER_64_206,VDD,Metal1,106.3290,260.2210,1.199847
FILLER_64_199,VDD,Metal1,102.9690,260.2210,1.199858
FILLER_64_162,VDD,Metal1,85.2090,260.2210,1.199871
FILLER_64_155,VDD,Metal1,81.8490,260.2210,1.199871
FILLER_64_151,VDD,Metal1,78.4800,260.8200,1.199871
FILLER_64_139,VDD,Metal1,72.9600,260.8200,1.199815
FILLER_64_135,VDD,Metal1,71.5310,260.2230,1.199794
FILLER_64_128,VDD,Metal1,68.8890,260.2210,1.199786
FILLER_64_121,VDD,Metal1,65.5290,260.2210,1.199612
FILLER_64_115,VDD,Metal1,61.2000,260.8200,1.199592
FILLER_64_69,VDD,Metal1,40.5690,260.2210,1.199573
FILLER_64_55,VDD,Metal1,32.6400,260.8200,1.199573
FILLER_64_44,VDD,Metal1,27.3600,260.8200,1.199609
FILLER_64_37,VDD,Metal1,25.2090,260.2210,1.199668
FILLER_63_641,VDD,Metal1,313.9200,253.2600,1.196148
FILLER_63_618,VDD,Metal1,304.0890,253.8580,1.196185
FILLER_63_597,VDD,Metal1,292.5600,253.2600,1.196272
FILLER_63_595,VDD,Metal1,291.8400,253.2600,1.196274
FILLER_63_588,VDD,Metal1,289.6890,253.8580,1.196276
FILLER_63_581,VDD,Metal1,286.3290,253.8580,1.196336
FILLER_63_574,VDD,Metal1,282.9690,253.8580,1.196395
FILLER_63_556,VDD,Metal1,272.8800,253.2600,1.196597
FILLER_63_554,VDD,Metal1,272.1600,253.2600,1.196632
FILLER_63_527,VDD,Metal1,258.9600,253.2600,1.198184
FILLER_63_517,VDD,Metal1,254.8910,253.8560,1.199212
FILLER_63_510,VDD,Metal1,252.2490,253.8580,1.199213
FILLER_63_488,VDD,Metal1,240.2400,253.2600,1.199834
FILLER_63_486,VDD,Metal1,239.5200,253.2600,1.199813
FILLER_63_465,VDD,Metal1,229.4400,253.2600,1.199765
FILLER_63_461,VDD,Metal1,228.0110,253.8560,1.199762
FILLER_63_454,VDD,Metal1,225.3690,253.8580,1.199754
FILLER_63_442,VDD,Metal1,218.1600,253.2600,1.199736
FILLER_63_426,VDD,Metal1,210.7200,253.2600,1.199702
FILLER_63_412,VDD,Metal1,203.7600,253.2600,1.199673
FILLER_63_410,VDD,Metal1,203.0400,253.2600,1.199673
FILLER_63_398,VDD,Metal1,197.7710,253.8560,1.199668
FILLER_63_388,VDD,Metal1,192.4800,253.2600,1.199666
FILLER_63_367,VDD,Metal1,182.1600,253.2600,1.199649
FILLER_63_365,VDD,Metal1,181.4400,253.2600,1.199649
FILLER_63_359,VDD,Metal1,178.3200,253.2600,1.199660
FILLER_63_357,VDD,Metal1,177.6000,253.2600,1.199660
FILLER_63_350,VDD,Metal1,175.4490,253.8580,1.199667
FILLER_63_343,VDD,Metal1,172.0890,253.8580,1.199668
FILLER_63_337,VDD,Metal1,167.7600,253.2600,1.199893
FILLER_63_335,VDD,Metal1,167.0400,253.2600,1.199889
FILLER_63_313,VDD,Metal1,156.2400,253.2600,1.199844
FILLER_63_306,VDD,Metal1,154.3290,253.8580,1.199844
FILLER_63_295,VDD,Metal1,147.8400,253.2600,1.199839
FILLER_63_288,VDD,Metal1,145.6890,253.8580,1.199839
FILLER_63_268,VDD,Metal1,135.3710,253.8560,1.199517
FILLER_63_210,VDD,Metal1,106.8000,253.2600,1.199903
FILLER_63_171,VDD,Metal1,88.3200,253.2600,1.199847
FILLER_63_164,VDD,Metal1,86.1690,253.8580,1.199837
FILLER_63_157,VDD,Metal1,82.8090,253.8580,1.199762
FILLER_63_150,VDD,Metal1,79.4490,253.8580,1.199762
FILLER_63_143,VDD,Metal1,76.0890,253.8580,1.199762
FILLER_63_136,VDD,Metal1,72.7290,253.8580,1.199762
FILLER_63_124,VDD,Metal1,66.2510,253.8560,1.199725
FILLER_63_117,VDD,Metal1,63.6090,253.8580,1.199725
FILLER_63_111,VDD,Metal1,59.5200,253.2600,1.199724
FILLER_63_105,VDD,Metal1,56.4000,253.2600,1.199722
FILLER_63_101,VDD,Metal1,54.4800,253.2600,1.199722
FILLER_63_99,VDD,Metal1,53.7600,253.2600,1.199722
FILLER_63_85,VDD,Metal1,46.8000,253.2600,1.199725
FILLER_63_78,VDD,Metal1,44.8890,253.8580,1.199726
FILLER_63_71,VDD,Metal1,41.5290,253.8580,1.199727
FILLER_63_47,VDD,Metal1,29.2910,253.8560,1.199974
FILLER_63_40,VDD,Metal1,26.6490,253.8580,1.199977
FILLER_63_33,VDD,Metal1,23.2890,253.8580,1.199981
FILLER_63_7,VDD,Metal1,10.8090,253.8580,1.199974
FILLER_63_0,VDD,Metal1,7.4490,253.8580,1.199972
FILLER_62_642,VDD,Metal1,314.1600,253.2600,1.196148
FILLER_62_640,VDD,Metal1,313.4400,253.2600,1.196148
FILLER_62_633,VDD,Metal1,311.2890,252.6610,1.196159
FILLER_62_626,VDD,Metal1,306.7200,253.2600,1.196182
FILLER_62_619,VDD,Metal1,304.5690,252.6610,1.196183
FILLER_62_593,VDD,Metal1,290.6400,253.2600,1.196276
FILLER_62_591,VDD,Metal1,289.9200,253.2600,1.196276
FILLER_62_584,VDD,Metal1,287.7690,252.6610,1.196336
FILLER_62_577,VDD,Metal1,284.4090,252.6610,1.196395
FILLER_62_570,VDD,Metal1,281.0490,252.6610,1.196455
FILLER_62_556,VDD,Metal1,273.1200,253.2600,1.196597
FILLER_62_552,VDD,Metal1,271.6910,252.6630,1.196632
FILLER_62_520,VDD,Metal1,257.0490,252.6610,1.199208
FILLER_62_511,VDD,Metal1,251.2800,253.2600,1.199213
FILLER_62_509,VDD,Metal1,250.5600,253.2600,1.199251
FILLER_62_502,VDD,Metal1,248.4090,252.6610,1.199264
FILLER_62_497,VDD,Metal1,244.5600,253.2600,1.199838
FILLER_62_495,VDD,Metal1,243.8400,253.2600,1.199838
FILLER_62_488,VDD,Metal1,241.6890,252.6610,1.199834
FILLER_62_481,VDD,Metal1,238.3290,252.6610,1.199813
FILLER_62_466,VDD,Metal1,230.4110,252.6630,1.199780
FILLER_62_459,VDD,Metal1,227.7690,252.6610,1.199762
FILLER_62_452,VDD,Metal1,224.4090,252.6610,1.199741
FILLER_62_445,VDD,Metal1,221.0490,252.6610,1.199736
FILLER_62_438,VDD,Metal1,217.6890,252.6610,1.199736
FILLER_62_431,VDD,Metal1,214.3290,252.6610,1.199717
FILLER_62_425,VDD,Metal1,210.0000,253.2600,1.199684
FILLER_62_416,VDD,Metal1,205.6800,253.2600,1.199673
FILLER_62_414,VDD,Metal1,204.9600,253.2600,1.199673
FILLER_62_407,VDD,Metal1,202.8090,252.6610,1.199673
FILLER_62_400,VDD,Metal1,199.4490,252.6610,1.199668
FILLER_62_393,VDD,Metal1,196.0890,252.6610,1.199666
FILLER_62_368,VDD,Metal1,183.3710,252.6630,1.199648
FILLER_62_361,VDD,Metal1,180.7290,252.6610,1.199649
FILLER_62_354,VDD,Metal1,177.3690,252.6610,1.199660
FILLER_62_349,VDD,Metal1,173.7600,253.2600,1.199668
FILLER_62_342,VDD,Metal1,170.1600,253.2600,1.199960
FILLER_62_324,VDD,Metal1,161.7600,253.2600,1.199876
FILLER_62_312,VDD,Metal1,157.2090,252.6610,1.199844
FILLER_62_278,VDD,Metal1,140.1710,252.6630,1.199823
FILLER_62_259,VDD,Metal1,131.7690,252.6610,1.199487
FILLER_62_252,VDD,Metal1,128.4090,252.6610,1.199487
FILLER_62_215,VDD,Metal1,109.2000,253.2600,1.199489
FILLER_62_208,VDD,Metal1,107.2890,252.6610,1.199903
FILLER_62_198,VDD,Metal1,101.0400,253.2600,1.199914
FILLER_62_194,VDD,Metal1,99.8510,252.6630,1.199914
FILLER_62_180,VDD,Metal1,92.4000,253.2600,1.199867
FILLER_62_173,VDD,Metal1,90.4890,252.6610,1.199865
FILLER_62_166,VDD,Metal1,87.1290,252.6610,1.199848
FILLER_62_127,VDD,Metal1,67.2000,253.2600,1.199737
FILLER_62_123,VDD,Metal1,65.7710,252.6630,1.199725
FILLER_62_108,VDD,Metal1,58.0800,253.2600,1.199722
FILLER_62_101,VDD,Metal1,55.9290,252.6610,1.199722
FILLER_62_94,VDD,Metal1,52.5690,252.6610,1.199722
FILLER_62_87,VDD,Metal1,49.2090,252.6610,1.199724
FILLER_62_80,VDD,Metal1,45.8490,252.6610,1.199725
FILLER_62_73,VDD,Metal1,42.4890,252.6610,1.199726
FILLER_62_49,VDD,Metal1,29.7600,253.2600,1.199974
FILLER_62_42,VDD,Metal1,27.6090,252.6610,1.199975
FILLER_62_35,VDD,Metal1,24.2490,252.6610,1.199979
FILLER_62_22,VDD,Metal1,17.2910,252.6630,1.199976
FILLER_62_11,VDD,Metal1,11.2800,253.2600,1.199974
FILLER_62_4,VDD,Metal1,9.3690,252.6610,1.199974
FILLER_61_642,VDD,Metal1,314.1600,245.7000,1.199339
FILLER_61_633,VDD,Metal1,309.8400,245.7000,1.199345
FILLER_61_626,VDD,Metal1,307.9290,246.2980,1.199346
FILLER_61_619,VDD,Metal1,304.5690,246.2980,1.199362
FILLER_61_602,VDD,Metal1,294.9600,245.7000,1.199406
FILLER_61_598,VDD,Metal1,293.7710,246.2960,1.199725
FILLER_61_591,VDD,Metal1,291.1290,246.2980,1.199767
FILLER_61_584,VDD,Metal1,287.7690,246.2980,1.199809
FILLER_61_577,VDD,Metal1,284.4090,246.2980,1.199851
FILLER_61_560,VDD,Metal1,275.0400,245.7000,1.199856
FILLER_61_553,VDD,Metal1,272.8890,246.2980,1.199869
FILLER_61_548,VDD,Metal1,269.0400,245.7000,1.199882
FILLER_61_546,VDD,Metal1,268.3200,245.7000,1.199882
FILLER_61_539,VDD,Metal1,266.1690,246.2980,1.199894
FILLER_61_532,VDD,Metal1,262.8090,246.2980,1.199907
FILLER_61_525,VDD,Metal1,259.4490,246.2980,1.199919
FILLER_61_518,VDD,Metal1,256.0890,246.2980,1.199932
FILLER_61_511,VDD,Metal1,252.7290,246.2980,1.199944
FILLER_61_504,VDD,Metal1,249.3690,246.2980,1.199957
FILLER_61_497,VDD,Metal1,246.0090,246.2980,1.199970
FILLER_61_490,VDD,Metal1,242.6490,246.2980,1.199962
FILLER_61_483,VDD,Metal1,239.2890,246.2980,1.199958
FILLER_61_476,VDD,Metal1,235.9290,246.2980,1.199942
FILLER_61_466,VDD,Metal1,229.9200,245.7000,1.199888
FILLER_61_459,VDD,Metal1,227.7690,246.2980,1.199885
FILLER_61_449,VDD,Metal1,221.7600,245.7000,1.199870
FILLER_61_445,VDD,Metal1,220.3310,246.2960,1.199870
FILLER_61_438,VDD,Metal1,217.6890,246.2980,1.199847
FILLER_61_431,VDD,Metal1,214.3290,246.2980,1.199845
FILLER_61_424,VDD,Metal1,210.9690,246.2980,1.199844
FILLER_61_411,VDD,Metal1,204.0110,246.2960,1.199806
FILLER_61_404,VDD,Metal1,201.3690,246.2980,1.199804
FILLER_61_388,VDD,Metal1,192.4800,245.7000,1.199801
FILLER_61_367,VDD,Metal1,182.1600,245.7000,1.199854
FILLER_61_363,VDD,Metal1,180.9710,246.2960,1.199854
FILLER_61_356,VDD,Metal1,178.3290,246.2980,1.199864
FILLER_61_347,VDD,Metal1,172.5600,245.7000,1.199928
FILLER_61_343,VDD,Metal1,171.3710,246.2960,1.199953
FILLER_61_334,VDD,Metal1,166.3200,245.7000,1.199865
FILLER_61_327,VDD,Metal1,164.4090,246.2980,1.199861
FILLER_61_320,VDD,Metal1,161.0490,246.2980,1.199852
FILLER_61_313,VDD,Metal1,157.6890,246.2980,1.199834
FILLER_61_306,VDD,Metal1,154.3290,246.2980,1.199832
FILLER_61_299,VDD,Metal1,150.9690,246.2980,1.199817
FILLER_61_292,VDD,Metal1,147.6090,246.2980,1.199800
FILLER_61_285,VDD,Metal1,144.2490,246.2980,1.199784
FILLER_61_278,VDD,Metal1,140.8890,246.2980,1.199767
FILLER_61_271,VDD,Metal1,137.5290,246.2980,1.199751
FILLER_61_264,VDD,Metal1,134.1690,246.2980,1.199735
FILLER_61_250,VDD,Metal1,126.0000,245.7000,1.199936
FILLER_61_246,VDD,Metal1,124.8110,246.2960,1.199936
FILLER_61_236,VDD,Metal1,120.7290,246.2980,1.199943
FILLER_61_225,VDD,Metal1,114.0000,245.7000,1.199945
FILLER_61_218,VDD,Metal1,112.0890,246.2980,1.199945
FILLER_61_211,VDD,Metal1,108.7290,246.2980,1.199946
FILLER_61_204,VDD,Metal1,105.3690,246.2980,1.199947
FILLER_61_197,VDD,Metal1,102.0090,246.2980,1.199948
FILLER_61_190,VDD,Metal1,98.6490,246.2980,1.199950
FILLER_61_183,VDD,Metal1,94.0800,245.7000,1.199952
FILLER_61_179,VDD,Metal1,92.6510,246.2960,1.199952
FILLER_61_172,VDD,Metal1,90.0090,246.2980,1.199934
FILLER_61_165,VDD,Metal1,86.6490,246.2980,1.199915
FILLER_61_158,VDD,Metal1,83.2890,246.2980,1.199904
FILLER_61_147,VDD,Metal1,76.8000,245.7000,1.199901
FILLER_61_126,VDD,Metal1,66.4800,245.7000,1.199833
FILLER_61_121,VDD,Metal1,64.0800,245.7000,1.199833
FILLER_61_107,VDD,Metal1,57.3600,245.7000,1.199826
FILLER_61_103,VDD,Metal1,56.1710,246.2960,1.199826
FILLER_61_87,VDD,Metal1,49.2090,246.2980,1.199826
FILLER_61_80,VDD,Metal1,45.8490,246.2980,1.199831
FILLER_61_73,VDD,Metal1,42.4890,246.2980,1.199831
FILLER_61_66,VDD,Metal1,39.1290,246.2980,1.199837
FILLER_61_46,VDD,Metal1,28.3200,245.7000,1.199920
FILLER_61_42,VDD,Metal1,26.8910,246.2960,1.199945
FILLER_61_35,VDD,Metal1,24.2490,246.2980,1.199945
FILLER_60_648,VDD,Metal1,317.7710,245.1030,1.199339
FILLER_60_641,VDD,Metal1,315.1290,245.1010,1.199339
FILLER_60_634,VDD,Metal1,311.7690,245.1010,1.199341
FILLER_60_627,VDD,Metal1,308.4090,245.1010,1.199345
FILLER_60_621,VDD,Metal1,304.0800,245.7000,1.199362
FILLER_60_595,VDD,Metal1,293.0490,245.1010,1.199725
FILLER_60_588,VDD,Metal1,289.6890,245.1010,1.199767
FILLER_60_581,VDD,Metal1,286.3290,245.1010,1.199809
FILLER_60_574,VDD,Metal1,282.9690,245.1010,1.199851
FILLER_60_567,VDD,Metal1,279.6090,245.1010,1.199855
FILLER_60_560,VDD,Metal1,276.2490,245.1010,1.199856
FILLER_60_553,VDD,Metal1,272.8890,245.1010,1.199869
FILLER_60_546,VDD,Metal1,269.5290,245.1010,1.199882
FILLER_60_539,VDD,Metal1,266.1690,245.1010,1.199894
FILLER_60_532,VDD,Metal1,262.8090,245.1010,1.199907
FILLER_60_525,VDD,Metal1,259.4490,245.1010,1.199919
FILLER_60_518,VDD,Metal1,256.0890,245.1010,1.199932
FILLER_60_511,VDD,Metal1,252.7290,245.1010,1.199944
FILLER_60_504,VDD,Metal1,249.3690,245.1010,1.199957
FILLER_60_497,VDD,Metal1,246.0090,245.1010,1.199970
FILLER_60_487,VDD,Metal1,239.7600,245.7000,1.199958
FILLER_60_480,VDD,Metal1,237.8490,245.1010,1.199958
FILLER_60_473,VDD,Metal1,234.4890,245.1010,1.199941
FILLER_60_466,VDD,Metal1,231.1290,245.1010,1.199888
FILLER_60_459,VDD,Metal1,227.7690,245.1010,1.199885
FILLER_60_452,VDD,Metal1,224.4090,245.1010,1.199870
FILLER_60_445,VDD,Metal1,221.0490,245.1010,1.199870
FILLER_60_438,VDD,Metal1,217.6890,245.1010,1.199847
FILLER_60_431,VDD,Metal1,214.3290,245.1010,1.199845
FILLER_60_412,VDD,Metal1,204.0000,245.7000,1.199806
FILLER_60_403,VDD,Metal1,200.1710,245.1030,1.199803
FILLER_60_396,VDD,Metal1,197.5290,245.1010,1.199801
FILLER_60_389,VDD,Metal1,194.1690,245.1010,1.199801
FILLER_60_382,VDD,Metal1,190.8090,245.1010,1.199801
FILLER_60_372,VDD,Metal1,184.8000,245.7000,1.199804
FILLER_60_365,VDD,Metal1,182.6490,245.1010,1.199854
FILLER_60_358,VDD,Metal1,179.2890,245.1010,1.199856
FILLER_60_351,VDD,Metal1,175.9290,245.1010,1.199868
FILLER_60_346,VDD,Metal1,172.0800,245.7000,1.199953
FILLER_60_342,VDD,Metal1,170.8910,245.1030,1.199953
FILLER_60_335,VDD,Metal1,168.2490,245.1010,1.199884
FILLER_60_328,VDD,Metal1,164.8890,245.1010,1.199865
FILLER_60_308,VDD,Metal1,154.0800,245.7000,1.199832
FILLER_60_301,VDD,Metal1,151.9290,245.1010,1.199827
FILLER_60_294,VDD,Metal1,148.5690,245.1010,1.199811
FILLER_60_287,VDD,Metal1,145.2090,245.1010,1.199794
FILLER_60_280,VDD,Metal1,141.8490,245.1010,1.199778
FILLER_60_273,VDD,Metal1,138.4890,245.1010,1.199761
FILLER_60_266,VDD,Metal1,135.1290,245.1010,1.199745
FILLER_60_259,VDD,Metal1,131.7690,245.1010,1.199728
FILLER_60_252,VDD,Metal1,128.4090,245.1010,1.199726
FILLER_60_245,VDD,Metal1,125.0490,245.1010,1.199936
FILLER_60_238,VDD,Metal1,121.6890,245.1010,1.199942
FILLER_60_231,VDD,Metal1,118.3290,245.1010,1.199943
FILLER_60_224,VDD,Metal1,114.9690,245.1010,1.199945
FILLER_60_217,VDD,Metal1,111.6090,245.1010,1.199946
FILLER_60_210,VDD,Metal1,108.2490,245.1010,1.199947
FILLER_60_194,VDD,Metal1,99.1200,245.7000,1.199949
FILLER_60_187,VDD,Metal1,96.0000,245.7000,1.199957
FILLER_60_177,VDD,Metal1,90.9600,245.7000,1.199934
FILLER_60_166,VDD,Metal1,85.6800,245.7000,1.199915
FILLER_60_159,VDD,Metal1,83.7690,245.1010,1.199915
FILLER_60_152,VDD,Metal1,80.4090,245.1010,1.199904
FILLER_60_145,VDD,Metal1,77.0490,245.1010,1.199901
FILLER_60_138,VDD,Metal1,73.6890,245.1010,1.199883
FILLER_60_82,VDD,Metal1,45.6000,245.7000,1.199831
FILLER_60_78,VDD,Metal1,44.1710,245.1030,1.199831
FILLER_60_71,VDD,Metal1,41.5290,245.1010,1.199835
FILLER_60_65,VDD,Metal1,37.2000,245.7000,1.199850
FILLER_60_63,VDD,Metal1,36.4800,245.7000,1.199852
FILLER_60_8,VDD,Metal1,9.8400,245.7000,1.199944
FILLER_60_4,VDD,Metal1,8.6510,245.1030,1.199940
FILLER_59_621,VDD,Metal1,304.0800,238.1400,1.194676
FILLER_59_606,VDD,Metal1,296.8800,238.1400,1.194730
FILLER_59_599,VDD,Metal1,294.9690,238.7380,1.194744
FILLER_59_592,VDD,Metal1,291.6090,238.7380,1.194789
FILLER_59_585,VDD,Metal1,288.2490,238.7380,1.194833
FILLER_59_578,VDD,Metal1,284.8890,238.7380,1.194877
FILLER_59_556,VDD,Metal1,273.6110,238.7360,1.195520
FILLER_59_549,VDD,Metal1,270.9690,238.7380,1.195886
FILLER_59_542,VDD,Metal1,266.4000,238.1400,1.195962
FILLER_59_535,VDD,Metal1,264.2490,238.7380,1.196097
FILLER_59_528,VDD,Metal1,260.8890,238.7380,1.199236
FILLER_59_521,VDD,Metal1,257.5290,238.7380,1.199247
FILLER_59_484,VDD,Metal1,238.5600,238.1400,1.199912
FILLER_59_480,VDD,Metal1,237.1310,238.7360,1.199911
FILLER_59_473,VDD,Metal1,234.4890,238.7380,1.199910
FILLER_59_466,VDD,Metal1,231.1290,238.7380,1.199850
FILLER_59_450,VDD,Metal1,222.0000,238.1400,1.199841
FILLER_59_443,VDD,Metal1,218.8800,238.1400,1.199831
FILLER_59_439,VDD,Metal1,217.4510,238.7360,1.199902
FILLER_59_432,VDD,Metal1,214.8090,238.7380,1.199902
FILLER_59_425,VDD,Metal1,211.4490,238.7380,1.199908
FILLER_59_419,VDD,Metal1,207.1200,238.1400,1.199916
FILLER_59_415,VDD,Metal1,205.9310,238.7360,1.199916
FILLER_59_410,VDD,Metal1,202.8000,238.1400,1.199926
FILLER_59_406,VDD,Metal1,201.6110,238.7360,1.199926
FILLER_59_399,VDD,Metal1,198.9690,238.7380,1.199927
FILLER_59_392,VDD,Metal1,195.6090,238.7380,1.199929
FILLER_59_385,VDD,Metal1,192.2490,238.7380,1.199930
FILLER_59_378,VDD,Metal1,188.8890,238.7380,1.199932
FILLER_59_371,VDD,Metal1,185.5290,238.7380,1.199933
FILLER_59_364,VDD,Metal1,182.1690,238.7380,1.199934
FILLER_59_357,VDD,Metal1,178.8090,238.7380,1.199936
FILLER_59_340,VDD,Metal1,169.2000,238.1400,1.199937
FILLER_59_338,VDD,Metal1,168.4800,238.1400,1.199937
FILLER_59_331,VDD,Metal1,166.3290,238.7380,1.199937
FILLER_59_310,VDD,Metal1,154.8000,238.1400,1.199781
FILLER_59_306,VDD,Metal1,153.6110,238.7360,1.199781
FILLER_59_299,VDD,Metal1,150.9690,238.7380,1.199781
FILLER_59_292,VDD,Metal1,147.6090,238.7380,1.199781
FILLER_59_287,VDD,Metal1,144.0000,238.1400,1.199781
FILLER_59_282,VDD,Metal1,141.3600,238.1400,1.199753
FILLER_59_267,VDD,Metal1,134.1600,238.1400,1.199753
FILLER_59_255,VDD,Metal1,128.6400,238.1400,1.199768
FILLER_59_248,VDD,Metal1,126.4890,238.7380,1.199776
FILLER_59_244,VDD,Metal1,123.1200,238.1400,1.199800
FILLER_59_237,VDD,Metal1,121.2090,238.7380,1.199801
FILLER_59_230,VDD,Metal1,117.8490,238.7380,1.199803
FILLER_59_223,VDD,Metal1,114.4890,238.7380,1.199803
FILLER_59_211,VDD,Metal1,107.5200,238.1400,1.199829
FILLER_59_204,VDD,Metal1,105.3690,238.7380,1.199831
FILLER_59_187,VDD,Metal1,95.7600,238.1400,1.199935
FILLER_59_185,VDD,Metal1,95.0400,238.1400,1.199935
FILLER_59_154,VDD,Metal1,79.9200,238.1400,1.199908
FILLER_59_150,VDD,Metal1,78.7310,238.7360,1.199897
FILLER_59_143,VDD,Metal1,76.0890,238.7380,1.199893
FILLER_59_136,VDD,Metal1,72.7290,238.7380,1.199892
FILLER_59_129,VDD,Metal1,69.3690,238.7380,1.199890
FILLER_59_122,VDD,Metal1,66.0090,238.7380,1.199889
FILLER_59_115,VDD,Metal1,62.6490,238.7380,1.199889
